Postcode,Plaatsnaam,Deelgemeente,Hoofdgemeente,Provincie
6953,Forrières,Ja,NASSOGNE,LUXEMBURG
6953,Lesterny,Ja,NASSOGNE,LUXEMBURG
6953,Masbourg,Ja,NASSOGNE,LUXEMBURG
6960,Dochamps,Ja,MANHAY,LUXEMBURG
6960,Grandménil,Ja,MANHAY,LUXEMBURG
6960,Harre,Ja,MANHAY,LUXEMBURG
6960,Malempré,Ja,MANHAY,LUXEMBURG
6960,Odeigne,Ja,MANHAY,LUXEMBURG
6960,Vaux-Chavanne,Ja,MANHAY,LUXEMBURG
6970,Tenneville,Neen,TENNEVILLE,LUXEMBURG
6971,Champlon,Ja,TENNEVILLE,LUXEMBURG
6972,Erneuville,Ja,TENNEVILLE,LUXEMBURG
6980,Beausaint,Ja,LA ROCHE-EN-ARDENNE,LUXEMBURG
6980,La Roche-en-Ardenne,Neen,LA ROCHE-EN-ARDENNE,LUXEMBURG
6982,Samrée,Ja,LA ROCHE-EN-ARDENNE,LUXEMBURG
6983,Ortho,Ja,LA ROCHE-EN-ARDENNE,LUXEMBURG
6984,Hives,Ja,LA ROCHE-EN-ARDENNE,LUXEMBURG
6986,Halleux,Ja,LA ROCHE-EN-ARDENNE,LUXEMBURG
6987,Beffe,Ja,RENDEUX,LUXEMBURG
6987,Hodister,Ja,RENDEUX,LUXEMBURG
6987,Marcourt,Ja,RENDEUX,LUXEMBURG
6987,Rendeux,Neen,RENDEUX,LUXEMBURG
6990,Fronville,Ja,HOTTON,LUXEMBURG
6990,Hampteau,Ja,HOTTON,LUXEMBURG
6990,Hotton,Neen,HOTTON,LUXEMBURG
6990,Marenne,Ja,HOTTON,LUXEMBURG
6997,Amonines,Ja,EREZÉE,LUXEMBURG
6997,Erezée,Neen,EREZÉE,LUXEMBURG
6997,Mormont,Ja,EREZÉE,LUXEMBURG
6997,Soy,Ja,EREZÉE,LUXEMBURG
7000,Mons,Neen,MONS,HENEGOUWEN
7010,SHAPE,,SHAPE,
7011,Ghlin,Ja,MONS,HENEGOUWEN
7012,Flénu,Ja,MONS,HENEGOUWEN
7012,Jemappes,Ja,MONS,HENEGOUWEN
7020,Maisières,Ja,MONS,HENEGOUWEN
7020,Nimy,Ja,MONS,HENEGOUWEN
7021,Havré,Ja,MONS,HENEGOUWEN
7022,Harmignies,Ja,MONS,HENEGOUWEN
7022,Harveng,Ja,MONS,HENEGOUWEN
7022,Hyon,Ja,MONS,HENEGOUWEN
7022,Mesvin,Ja,MONS,HENEGOUWEN
7022,Nouvelles,Ja,MONS,HENEGOUWEN
7024,Ciply,Ja,MONS,HENEGOUWEN
7030,Saint-Symphorien,Ja,MONS,HENEGOUWEN
7031,Villers-Saint-Ghislain,Ja,MONS,HENEGOUWEN
7032,Spiennes,Ja,MONS,HENEGOUWEN
7033,Cuesmes,Ja,MONS,HENEGOUWEN
7034,Obourg,Ja,MONS,HENEGOUWEN
7034,Saint-Denis,Ja,MONS,HENEGOUWEN
7040,Asquillies,Ja,QUÉVY,HENEGOUWEN
7040,Aulnois,Ja,QUÉVY,HENEGOUWEN
7040,Blaregnies,Ja,QUÉVY,HENEGOUWEN
7040,Bougnies,Ja,QUÉVY,HENEGOUWEN
7040,Genly,Ja,QUÉVY,HENEGOUWEN
7040,Goegnies-Chaussée,Ja,QUÉVY,HENEGOUWEN
7040,Quévy-le-Grand,Ja,QUÉVY,HENEGOUWEN
7040,Quévy-le-Petit,Ja,QUÉVY,HENEGOUWEN
7041,Givry,Ja,QUÉVY,HENEGOUWEN
7041,Havay,Ja,QUÉVY,HENEGOUWEN
7050,Erbaut,Ja,JURBISE,HENEGOUWEN
7050,Erbisoeul,Ja,JURBISE,HENEGOUWEN
7050,Herchies,Ja,JURBISE,HENEGOUWEN
7050,Jurbise,Neen,JURBISE,HENEGOUWEN
7050,Masnuy-Saint-Jean,Ja,JURBISE,HENEGOUWEN
7050,Masnuy-Saint-Pierre,Ja,JURBISE,HENEGOUWEN
7060,Horrues,Ja,SOIGNIES,HENEGOUWEN
7060,Soignies,Neen,SOIGNIES,HENEGOUWEN
7061,Casteau,Ja,SOIGNIES,HENEGOUWEN
7061,Thieusies,Ja,SOIGNIES,HENEGOUWEN
7062,Naast,Ja,SOIGNIES,HENEGOUWEN
7063,Chaussée-Notre-Dame-Louvignies,Ja,SOIGNIES,HENEGOUWEN
7063,Neufvilles,Ja,SOIGNIES,HENEGOUWEN
7070,Gottignies,Ja,LE ROEULX,HENEGOUWEN
7070,Le Roeulx,Neen,LE ROEULX,HENEGOUWEN
7070,Mignault,Ja,LE ROEULX,HENEGOUWEN
7070,Thieu,Ja,LE ROEULX,HENEGOUWEN
7070,Ville-sur-Haine,Ja,LE ROEULX,HENEGOUWEN
7080,Eugies,Ja,FRAMERIES,HENEGOUWEN
7080,Frameries,Neen,FRAMERIES,HENEGOUWEN
7080,La Bouverie,Ja,FRAMERIES,HENEGOUWEN
7080,Noirchain,Ja,FRAMERIES,HENEGOUWEN
7080,Sars-la-Bruyère,Ja,FRAMERIES,HENEGOUWEN
7090,Braine-le-Comte,Neen,BRAINE-LE-COMTE,HENEGOUWEN
7090,Hennuyères,Ja,BRAINE-LE-COMTE,HENEGOUWEN
7090,Henripont,Ja,BRAINE-LE-COMTE,HENEGOUWEN
7090,Petit-Rulx-lez-Braine,Ja,BRAINE-LE-COMTE,HENEGOUWEN
7090,Ronquières,Ja,BRAINE-LE-COMTE,HENEGOUWEN
7090,Steenkerque,Ja,BRAINE-LE-COMTE,HENEGOUWEN
7100,Haine-Saint-Paul,Ja,LA LOUVIÈRE,HENEGOUWEN
7100,Haine-Saint-Pierre,Ja,LA LOUVIÈRE,HENEGOUWEN
7100,La Louvière,Neen,LA LOUVIÈRE,HENEGOUWEN
7100,Saint-Vaast,Ja,LA LOUVIÈRE,HENEGOUWEN
7100,Trivières,Ja,LA LOUVIÈRE,HENEGOUWEN
7110,Boussoit,Ja,LA LOUVIÈRE,HENEGOUWEN
7110,Houdeng-Aimeries,Ja,LA LOUVIÈRE,HENEGOUWEN
7110,Houdeng-Goegnies,Ja,LA LOUVIÈRE,HENEGOUWEN
7110,Maurage,Ja,LA LOUVIÈRE,HENEGOUWEN
7110,Strépy-Bracquegnies,Ja,LA LOUVIÈRE,HENEGOUWEN
7120,Croix-lez-Rouveroy,Ja,ESTINNES,HENEGOUWEN
7120,Estinnes-au-Mont,Ja,ESTINNES,HENEGOUWEN
7120,Estinnes-au-Val,Ja,ESTINNES,HENEGOUWEN
7120,Fauroeulx,Ja,ESTINNES,HENEGOUWEN
7120,Haulchin,Ja,ESTINNES,HENEGOUWEN
7120,Peissant,Ja,ESTINNES,HENEGOUWEN
7120,Rouveroy,Ja,ESTINNES,HENEGOUWEN
7120,Vellereille-le-Sec,Ja,ESTINNES,HENEGOUWEN
7120,Vellereille-les-Brayeux,Ja,ESTINNES,HENEGOUWEN
7130,Battignies,Ja,BINCHE,HENEGOUWEN
7130,Binche,Neen,BINCHE,HENEGOUWEN
7130,Bray,Ja,BINCHE,HENEGOUWEN
7131,Waudrez,Ja,BINCHE,HENEGOUWEN
7133,Buvrinnes,Ja,BINCHE,HENEGOUWEN
7134,Epinois,Ja,BINCHE,HENEGOUWEN
7134,Leval-Trahegnies,Ja,BINCHE,HENEGOUWEN
7134,Péronnes-lez-Binche,Ja,BINCHE,HENEGOUWEN
7134,Ressaix,Ja,BINCHE,HENEGOUWEN
7140,Morlanwelz-Mariemont,Ja,MORLANWELZ,HENEGOUWEN
7141,Carnières,Ja,MORLANWELZ,HENEGOUWEN
7141,Mont-Sainte-Aldegonde,Ja,MORLANWELZ,HENEGOUWEN
7160,Chapelle-lez-Herlaimont,Neen,CHAPELLE-LEZ-HERLAIMONT,HENEGOUWEN
7160,Godarville,Ja,CHAPELLE-LEZ-HERLAIMONT,HENEGOUWEN
7160,Piéton,Ja,CHAPELLE-LEZ-HERLAIMONT,HENEGOUWEN
7170,Bellecourt,Ja,MANAGE,HENEGOUWEN
7170,Bois-d'Haine,Ja,MANAGE,HENEGOUWEN
7170,Fayt-lez-Manage,Ja,MANAGE,HENEGOUWEN
7170,La Hestre,Ja,MANAGE,HENEGOUWEN
7170,Manage,Neen,MANAGE,HENEGOUWEN
7180,Seneffe,Neen,SENEFFE,HENEGOUWEN
7181,Arquennes,Ja,SENEFFE,HENEGOUWEN
7181,Familleureux,Ja,SENEFFE,HENEGOUWEN
7181,Feluy,Ja,SENEFFE,HENEGOUWEN
7181,Petit-Rulx-lez-Nivelles,Ja,SENEFFE,HENEGOUWEN
7190,Écaussinnes-d'Enghien,Ja,ECAUSSINNES,HENEGOUWEN
7190,Marche-lez-Écaussinnes,Ja,ECAUSSINNES,HENEGOUWEN
7191,Ecaussinnes-Lalaing,Ja,ECAUSSINNES,HENEGOUWEN
7300,Boussu,Neen,BOUSSU,HENEGOUWEN
7301,Hornu,Ja,BOUSSU,HENEGOUWEN
7320,Bernissart,Neen,BERNISSART,HENEGOUWEN
7321,Blaton,Ja,BERNISSART,HENEGOUWEN
7321,Harchies,Ja,BERNISSART,HENEGOUWEN
7322,Pommeroeul,Ja,BERNISSART,HENEGOUWEN
7322,Ville-Pommeroeul,Ja,BERNISSART,HENEGOUWEN
7330,Saint-Ghislain,Neen,SAINT-GHISLAIN,HENEGOUWEN
7331,Baudour,Ja,SAINT-GHISLAIN,HENEGOUWEN
7332,Neufmaison,Ja,SAINT-GHISLAIN,HENEGOUWEN
7332,Sirault,Ja,SAINT-GHISLAIN,HENEGOUWEN
7333,Tertre,Ja,SAINT-GHISLAIN,HENEGOUWEN
7334,Hautrage,Ja,SAINT-GHISLAIN,HENEGOUWEN
7334,Villerot,Ja,SAINT-GHISLAIN,HENEGOUWEN
7340,Colfontaine,Neen,COLFONTAINE,HENEGOUWEN
7340,Pâturages,Ja,COLFONTAINE,HENEGOUWEN
7340,Warquignies,Ja,COLFONTAINE,HENEGOUWEN
7340,Wasmes,Ja,COLFONTAINE,HENEGOUWEN
7350,Hainin,Ja,HENSIES,HENEGOUWEN
7350,Hensies,Neen,HENSIES,HENEGOUWEN
7350,Montrul-sur-Haine,Ja,HENSIES,HENEGOUWEN
7350,Thulin,Ja,HENSIES,HENEGOUWEN
7370,Blaugies,Ja,DOUR,HENEGOUWEN
7370,Dour,Neen,DOUR,HENEGOUWEN
7370,Elouges,Ja,DOUR,HENEGOUWEN
7370,Wihéries,Ja,DOUR,HENEGOUWEN
7380,Baisieux,Ja,QUIÉVRAIN,HENEGOUWEN
7380,Quiévrain,Neen,QUIÉVRAIN,HENEGOUWEN
7382,Audregnies,Ja,QUIÉVRAIN,HENEGOUWEN
7387,Angre,Ja,HONNELLES,HENEGOUWEN
7387,Angreau,Ja,HONNELLES,HENEGOUWEN
7387,Athis,Ja,HONNELLES,HENEGOUWEN
7387,Autreppe,Ja,HONNELLES,HENEGOUWEN
7387,Erquennes,Ja,HONNELLES,HENEGOUWEN
7387,Fayt-le-Franc,Ja,HONNELLES,HENEGOUWEN
7387,Marchipont,Ja,HONNELLES,HENEGOUWEN
7387,Montignies-sur-Roc,Ja,HONNELLES,HENEGOUWEN
7387,Onnezies,Ja,HONNELLES,HENEGOUWEN
7387,Roisin,Ja,HONNELLES,HENEGOUWEN
7390,Quaregnon,Neen,QUAREGNON,HENEGOUWEN
7390,Wasmuel,Ja,QUAREGNON,HENEGOUWEN
7500,Ere,Ja,TOURNAI,HENEGOUWEN
7500,Saint-Maur,Ja,TOURNAI,HENEGOUWEN
7500,Tournai,Neen,TOURNAI,HENEGOUWEN
7501,Orcq,Ja,TOURNAI,HENEGOUWEN
7502,Esplechin,Ja,TOURNAI,HENEGOUWEN
7503,Froyennes,Ja,TOURNAI,HENEGOUWEN
7504,Froidmont,Ja,TOURNAI,HENEGOUWEN
7506,Willemeau,Ja,TOURNAI,HENEGOUWEN
7510,3 Suisses,,3 Suisses,
7511,Vitrine Magique,,Vitrine Magique,
7512,DANIEL JOUVANCE,,DANIEL JOUVANCE,
7513,Yves Rocher,,Yves Rocher,
7520,Ramegnies-Chin,Ja,TOURNAI,HENEGOUWEN
7520,Templeuve,Ja,TOURNAI,HENEGOUWEN
7521,Chercq,Ja,TOURNAI,HENEGOUWEN
7522,Blandain,Ja,TOURNAI,HENEGOUWEN
7522,Hertain,Ja,TOURNAI,HENEGOUWEN
7522,Lamain,Ja,TOURNAI,HENEGOUWEN
7522,Marquain,Ja,TOURNAI,HENEGOUWEN
7530,Gaurain-Ramecroix,Ja,TOURNAI,HENEGOUWEN
7531,Havinnes,Ja,TOURNAI,HENEGOUWEN
7532,Béclers,Ja,TOURNAI,HENEGOUWEN
7533,Thimougies,Ja,TOURNAI,HENEGOUWEN
7534,Barry,Ja,TOURNAI,HENEGOUWEN
7534,Maulde,Ja,TOURNAI,HENEGOUWEN
7536,Vaulx,Ja,TOURNAI,HENEGOUWEN
7538,Vezon,Ja,TOURNAI,HENEGOUWEN
7540,Kain,Ja,TOURNAI,HENEGOUWEN
7540,Melles,Ja,TOURNAI,HENEGOUWEN
7540,Quartes,Ja,TOURNAI,HENEGOUWEN
7540,Rumillies,Ja,TOURNAI,HENEGOUWEN
7542,Mont-Saint-Aubert,Ja,TOURNAI,HENEGOUWEN
7543,Mourcourt,Ja,TOURNAI,HENEGOUWEN
7548,Warchin,Ja,TOURNAI,HENEGOUWEN
7600,Péruwelz,Neen,PÉRUWELZ,HENEGOUWEN
7601,Roucourt,Ja,PÉRUWELZ,HENEGOUWEN
7602,Bury,Ja,PÉRUWELZ,HENEGOUWEN
7603,Bon-Secours,Ja,PÉRUWELZ,HENEGOUWEN
7604,Baugnies,Ja,PÉRUWELZ,HENEGOUWEN
7604,Braffe,Ja,PÉRUWELZ,HENEGOUWEN
7604,Brasménil,Ja,PÉRUWELZ,HENEGOUWEN
7604,Callenelle,Ja,PÉRUWELZ,HENEGOUWEN
7604,Wasmes-Audemez-Briffoeil,Ja,PÉRUWELZ,HENEGOUWEN
7608,Wiers,Ja,PÉRUWELZ,HENEGOUWEN
7610,Rumes,Neen,RUMES,HENEGOUWEN
7611,La Glanerie,Ja,RUMES,HENEGOUWEN
7618,Taintignies,Ja,RUMES,HENEGOUWEN
7620,Bléharies,Ja,BRUNEHAUT,HENEGOUWEN
7620,Guignies,Ja,BRUNEHAUT,HENEGOUWEN
7620,Hollain,Ja,BRUNEHAUT,HENEGOUWEN
7620,Jollain-Merlin,Ja,BRUNEHAUT,HENEGOUWEN
7620,Wez-Velvain,Ja,BRUNEHAUT,HENEGOUWEN
7621,Lesdain,Ja,BRUNEHAUT,HENEGOUWEN
7622,Laplaigne,Ja,BRUNEHAUT,HENEGOUWEN
7623,Rongy,Ja,BRUNEHAUT,HENEGOUWEN
7624,Howardries,Ja,BRUNEHAUT,HENEGOUWEN
7640,Antoing,Neen,ANTOING,HENEGOUWEN
7640,Maubray,Ja,ANTOING,HENEGOUWEN
7640,Péronnes-lez-Antoing,Ja,ANTOING,HENEGOUWEN
7641,Bruyelle,Ja,ANTOING,HENEGOUWEN
7642,Calonne,Ja,ANTOING,HENEGOUWEN
7643,Fontenoy,Ja,ANTOING,HENEGOUWEN
7700,Luingne,Ja,MOESKROEN,HENEGOUWEN
7700,Moeskroen,Neen,MOESKROEN,HENEGOUWEN
7711,Dottenijs,Ja,MOESKROEN,HENEGOUWEN
7712,Herseaux,Ja,MOESKROEN,HENEGOUWEN
7730,Bailleul,Ja,ESTAIMPUIS,HENEGOUWEN
7730,Estaimbourg,Ja,ESTAIMPUIS,HENEGOUWEN
7730,Estaimpuis,Neen,ESTAIMPUIS,HENEGOUWEN
7730,Evregnies,Ja,ESTAIMPUIS,HENEGOUWEN
7730,Leers-Nord,Ja,ESTAIMPUIS,HENEGOUWEN
7730,Néchin,Ja,ESTAIMPUIS,HENEGOUWEN
7730,Saint-Léger,Ja,ESTAIMPUIS,HENEGOUWEN
7740,Pecq,Neen,PECQ,HENEGOUWEN
7740,Warcoing,Ja,PECQ,HENEGOUWEN
7742,Hérinnes-lez-Pecq,Ja,PECQ,HENEGOUWEN
7743,Esquelmes,Ja,PECQ,HENEGOUWEN
7743,Obigies,Ja,PECQ,HENEGOUWEN
7750,Amougies,Ja,MONT-DE-L'ENCLUS,HENEGOUWEN
7750,Anseroeul,Ja,MONT-DE-L'ENCLUS,HENEGOUWEN
7750,Orroir,Ja,MONT-DE-L'ENCLUS,HENEGOUWEN
7750,Russeignies,Ja,MONT-DE-L'ENCLUS,HENEGOUWEN
7760,Celles,Neen,CELLES,HENEGOUWEN
7760,Escanaffles,Ja,CELLES,HENEGOUWEN
7760,Molenbaix,Ja,CELLES,HENEGOUWEN
7760,Popuelles,Ja,CELLES,HENEGOUWEN
7760,Pottes,Ja,CELLES,HENEGOUWEN
7760,Velaines,Ja,CELLES,HENEGOUWEN
7780,Komen,Ja,KOMEN-WAASTEN,HENEGOUWEN
7780,Komen-Waasten,Neen,KOMEN-WAASTEN,HENEGOUWEN
7781,Houthem,Ja,KOMEN-WAASTEN,HENEGOUWEN
7782,Ploegsteert,Ja,KOMEN-WAASTEN,HENEGOUWEN
7783,Bizet,Ja,KOMEN-WAASTEN,HENEGOUWEN
7784,Neerwaasten,Ja,KOMEN-WAASTEN,HENEGOUWEN
7784,Waasten,Ja,KOMEN-WAASTEN,HENEGOUWEN
7800,Ath,Neen,ATH,HENEGOUWEN
7800,Lanquesaint,Ja,ATH,HENEGOUWEN
7801,Irchonwelz,Ja,ATH,HENEGOUWEN
7802,Ormeignies,Ja,ATH,HENEGOUWEN
7803,Bouvignies,Ja,ATH,HENEGOUWEN
7804,Ostiches,Ja,ATH,HENEGOUWEN
7804,Rebaix,Ja,ATH,HENEGOUWEN
7810,Maffle,Ja,ATH,HENEGOUWEN
7811,Arbre,Ja,ATH,HENEGOUWEN
7812,Houtaing,Ja,ATH,HENEGOUWEN
7812,Ligne,Ja,ATH,HENEGOUWEN
7812,Mainvault,Ja,ATH,HENEGOUWEN
7812,Moulbaix,Ja,ATH,HENEGOUWEN
7812,Villers-Notre-Dame,Ja,ATH,HENEGOUWEN
7812,Villers-Saint-Amand,Ja,ATH,HENEGOUWEN
7822,Ghislenghien,Ja,ATH,HENEGOUWEN
7822,Isières,Ja,ATH,HENEGOUWEN
7822,Meslin-l'Évêque,Ja,ATH,HENEGOUWEN
7823,Gibecq,Ja,ATH,HENEGOUWEN
7830,Bassilly,Ja,SILLY,HENEGOUWEN
7830,Fouleng,Ja,SILLY,HENEGOUWEN
7830,Gondregnies,Ja,SILLY,HENEGOUWEN
7830,Graty,Ja,SILLY,HENEGOUWEN
7830,Hellebecq,Ja,SILLY,HENEGOUWEN
7830,Hoves,Ja,SILLY,HENEGOUWEN
7830,Silly,Neen,SILLY,HENEGOUWEN
7830,Thoricourt,Ja,SILLY,HENEGOUWEN
7850,Edingen,Neen,EDINGEN,HENEGOUWEN
7850,Lettelingen,Ja,EDINGEN,HENEGOUWEN
7850,Mark,Ja,EDINGEN,HENEGOUWEN
7860,Lessines,Neen,LESSINES,HENEGOUWEN
7861,Papignies,Ja,LESSINES,HENEGOUWEN
7861,Wannebecq,Ja,LESSINES,HENEGOUWEN
7862,Ogy,Ja,LESSINES,HENEGOUWEN
7863,Ghoy,Ja,LESSINES,HENEGOUWEN
7864,Deux-Acren,Ja,LESSINES,HENEGOUWEN
7866,Bois-de-Lessines,Ja,LESSINES,HENEGOUWEN
7866,Ollignies,Ja,LESSINES,HENEGOUWEN
7870,Bauffe,Ja,LENS,HENEGOUWEN
7870,Cambron-Saint-Vincent,Ja,LENS,HENEGOUWEN
7870,Lens,Neen,LENS,HENEGOUWEN
7870,Lombise,Ja,LENS,HENEGOUWEN
7870,Montignies-lez-Lens,Ja,LENS,HENEGOUWEN
7880,Vloesberg,Neen,VLOESBERG,HENEGOUWEN
7890,Ellezelles,Neen,ELLEZELLES,HENEGOUWEN
7890,Lahamaide,Ja,ELLEZELLES,HENEGOUWEN
7890,Wodecq,Ja,ELLEZELLES,HENEGOUWEN
7900,Grandmetz,Ja,LEUZE-EN-HAINAUT,HENEGOUWEN
7900,Leuze-en-Hainaut,Neen,LEUZE-EN-HAINAUT,HENEGOUWEN
7901,Thieulain,Ja,LEUZE-EN-HAINAUT,HENEGOUWEN
7903,Blicquy,Ja,LEUZE-EN-HAINAUT,HENEGOUWEN
7903,Chapelle-à-Oie,Ja,LEUZE-EN-HAINAUT,HENEGOUWEN
7903,Chapelle-à-Wattines,Ja,LEUZE-EN-HAINAUT,HENEGOUWEN
7904,Pipaix,Ja,LEUZE-EN-HAINAUT,HENEGOUWEN
7904,Tourpes,Ja,LEUZE-EN-HAINAUT,HENEGOUWEN
7904,Willaupuis,Ja,LEUZE-EN-HAINAUT,HENEGOUWEN
7906,Gallaix,Ja,LEUZE-EN-HAINAUT,HENEGOUWEN
7910,Anvaing,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7910,Arc-Ainières,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7910,Arc-Wattripont,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7910,Cordes,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7910,Ellignies-lez-Frasnes,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7910,Forest,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7910,Wattripont,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7911,Buissenal,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7911,Frasnes-lez-Buissenal,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7911,Hacquegnies,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7911,Herquegies,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7911,Montrul-au-Bois,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7911,Moustier,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7911,Oeudeghien,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7912,Dergneau,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7912,Saint-Sauveur,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7940,Brugelette,Neen,BRUGELETTE,HENEGOUWEN
7940,Cambron-Casteau,Ja,BRUGELETTE,HENEGOUWEN
7941,Attre,Ja,BRUGELETTE,HENEGOUWEN
7942,Mévergnies-lez-Lens,Ja,BRUGELETTE,HENEGOUWEN
7943,Gages,Ja,BRUGELETTE,HENEGOUWEN
7950,Chièvres,Neen,CHIÈVRES,HENEGOUWEN
7950,Grosage,Ja,CHIÈVRES,HENEGOUWEN
7950,Huissignies,Ja,CHIÈVRES,HENEGOUWEN
7950,Ladeuze,Ja,CHIÈVRES,HENEGOUWEN
7950,Tongre-Saint-Martin,Ja,CHIÈVRES,HENEGOUWEN
7951,Tongre-Notre-Dame,Ja,CHIÈVRES,HENEGOUWEN
7970,Beloeil,Neen,BELOEIL,HENEGOUWEN
7971,Basècles,Ja,BELOEIL,HENEGOUWEN
7971,Ramegnies,Ja,BELOEIL,HENEGOUWEN
7971,Thumaide,Ja,BELOEIL,HENEGOUWEN
7971,Wadelincourt,Ja,BELOEIL,HENEGOUWEN
7972,Aubechies,Ja,BELOEIL,HENEGOUWEN
7972,Ellignies-Sainte-Anne,Ja,BELOEIL,HENEGOUWEN
7972,Quevaucamps,Ja,BELOEIL,HENEGOUWEN
7973,Grandglise,Ja,BELOEIL,HENEGOUWEN
7973,Stambruges,Ja,BELOEIL,HENEGOUWEN
8000,Brugge,Neen,BRUGGE,WEST-VLAANDEREN
8000,Koolkerke,Ja,BRUGGE,WEST-VLAANDEREN
8020,Hertsberge,Ja,OOSTKAMP,WEST-VLAANDEREN
8020,Oostkamp,Neen,OOSTKAMP,WEST-VLAANDEREN
8020,Ruddervoorde,Ja,OOSTKAMP,WEST-VLAANDEREN
8020,Waardamme,Ja,OOSTKAMP,WEST-VLAANDEREN
8200,Sint-Andries,Ja,BRUGGE,WEST-VLAANDEREN
8200,Sint-Michiels,Ja,BRUGGE,WEST-VLAANDEREN
8210,Loppem,Ja,ZEDELGEM,WEST-VLAANDEREN
8210,Veldegem,Ja,ZEDELGEM,WEST-VLAANDEREN
8210,Zedelgem,Neen,ZEDELGEM,WEST-VLAANDEREN
8211,Aartrijke,Ja,ZEDELGEM,WEST-VLAANDEREN
8300,Knokke,Ja,KNOKKE-HEIST,WEST-VLAANDEREN
8300,Westkapelle,Ja,KNOKKE-HEIST,WEST-VLAANDEREN
8301,Heist-aan-Zee,Ja,KNOKKE-HEIST,WEST-VLAANDEREN
8301,Ramskapelle,Ja,KNOKKE-HEIST,WEST-VLAANDEREN
8310,Assebroek,Ja,BRUGGE,WEST-VLAANDEREN
8310,Sint-Kruis,Ja,BRUGGE,WEST-VLAANDEREN
8340,Damme,Neen,DAMME,WEST-VLAANDEREN
8340,Hoeke,Ja,DAMME,WEST-VLAANDEREN
8340,Lapscheure,Ja,DAMME,WEST-VLAANDEREN
8340,Moerkerke,Ja,DAMME,WEST-VLAANDEREN
8340,Oostkerke,Ja,DAMME,WEST-VLAANDEREN
8340,Sijsele,Ja,DAMME,WEST-VLAANDEREN
8370,Blankenberge,Neen,BLANKENBERGE,WEST-VLAANDEREN
8370,Uitkerke,Ja,BLANKENBERGE,WEST-VLAANDEREN
8377,Houtave,Ja,ZUIENKERKE,WEST-VLAANDEREN
8377,Meetkerke,Ja,ZUIENKERKE,WEST-VLAANDEREN
8377,Nieuwmunster,Ja,ZUIENKERKE,WEST-VLAANDEREN
8377,Zuienkerke,Neen,ZUIENKERKE,WEST-VLAANDEREN
8380,Dudzele,Ja,BRUGGE,WEST-VLAANDEREN
8380,Lissewege,Ja,BRUGGE,WEST-VLAANDEREN
8380,Zeebrugge,Ja,BRUGGE,WEST-VLAANDEREN
8400,Oostende,Neen,OOSTENDE,WEST-VLAANDEREN
8400,Stene,Ja,OOSTENDE,WEST-VLAANDEREN
8400,Zandvoorde,Ja,OOSTENDE,WEST-VLAANDEREN
8420,De Haan,Neen,DE HAAN,WEST-VLAANDEREN
8420,Klemskerke,Ja,DE HAAN,WEST-VLAANDEREN
8420,Wenduine,Ja,DE HAAN,WEST-VLAANDEREN
8421,Vlissegem,Ja,DE HAAN,WEST-VLAANDEREN
8430,Middelkerke,Neen,MIDDELKERKE,WEST-VLAANDEREN
8431,Wilskerke,Ja,MIDDELKERKE,WEST-VLAANDEREN
8432,Leffinge,Ja,MIDDELKERKE,WEST-VLAANDEREN
8433,Mannekensvere,Ja,MIDDELKERKE,WEST-VLAANDEREN
8433,Schore,Ja,MIDDELKERKE,WEST-VLAANDEREN
8433,Sint-Pieters-Kapelle,Ja,MIDDELKERKE,WEST-VLAANDEREN
8433,Slijpe,Ja,MIDDELKERKE,WEST-VLAANDEREN
8434,Lombardsijde,Ja,MIDDELKERKE,WEST-VLAANDEREN
8434,Westende,Ja,MIDDELKERKE,WEST-VLAANDEREN
8450,Bredene,Neen,BREDENE,WEST-VLAANDEREN
8460,Ettelgem,Ja,OUDENBURG,WEST-VLAANDEREN
8460,Oudenburg,Neen,OUDENBURG,WEST-VLAANDEREN
8460,Roksem,Ja,OUDENBURG,WEST-VLAANDEREN
8460,Westkerke,Ja,OUDENBURG,WEST-VLAANDEREN
8470,Gistel,Neen,GISTEL,WEST-VLAANDEREN
8470,Moere,Ja,GISTEL,WEST-VLAANDEREN
8470,Snaaskerke,Ja,GISTEL,WEST-VLAANDEREN
8470,Zevekote,Ja,GISTEL,WEST-VLAANDEREN
8480,Bekegem,Ja,ICHTEGEM,WEST-VLAANDEREN
8480,Eernegem,Ja,ICHTEGEM,WEST-VLAANDEREN
8480,Ichtegem,Neen,ICHTEGEM,WEST-VLAANDEREN
